[2022-07-24T09:20:51.750Z INFO  mempool::config] Garbage collection depth set to 50 rounds
[2022-07-24T09:20:51.751Z INFO  mempool::config] Sync retry delay set to 5000 ms
[2022-07-24T09:20:51.751Z INFO  mempool::config] Sync retry nodes set to 3 nodes
[2022-07-24T09:20:51.751Z INFO  mempool::config] Batch size set to 15000 B
[2022-07-24T09:20:51.751Z INFO  mempool::config] Max batch delay set to 10 ms
[2022-07-24T09:20:51.751Z INFO  mempool::mempool] Mempool listening to client transactions on 0.0.0.0:9011
[2022-07-24T09:20:51.751Z INFO  mempool::mempool] Mempool listening to mempool messages on 0.0.0.0:9021
[2022-07-24T09:20:51.751Z INFO  mempool::mempool] Mempool successfully booted on 127.0.0.1
[2022-07-24T09:20:51.751Z INFO  consensus::config] Timeout delay set to 1000 rounds
[2022-07-24T09:20:51.751Z INFO  consensus::config] Sync retry delay set to 10000 ms
[2022-07-24T09:20:51.751Z INFO  consensus::consensus] Node KuO/PgoON231jHnb listening to consensus messages on 0.0.0.0:9001
[2022-07-24T09:20:51.751Z INFO  node::node] Node KuO/PgoON231jHnb successfully booted
[2022-07-24T09:20:51.751Z INFO  consensus::core] I am voter KuO/PgoON231jHnb with nanos 900
[2022-07-24T09:20:51.900Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50063
[2022-07-24T09:20:51.902Z INFO  consensus::core] I'm handler KuO/PgoON231jHnb handling for block B1 with round number 1 with QC 0 from leader GO8MxnX2SlXD2k4Q
[2022-07-24T09:20:51.902Z INFO  consensus::core] I'm processor KuO/PgoON231jHnb processing for block B1 with round number 1 with QC 0 from leader GO8MxnX2SlXD2k4Q
[2022-07-24T09:20:51.902Z INFO  consensus::core] I'm voter KuO/PgoON231jHnb voting for block B1 with round number 1 with QC 0 from leader GO8MxnX2SlXD2k4Q
[2022-07-24T09:20:51.902Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50064
[2022-07-24T09:20:51.902Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50065
[2022-07-24T09:20:52.306Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50072
[2022-07-24T09:20:52.306Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50073
[2022-07-24T09:20:52.306Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50074
[2022-07-24T09:20:52.306Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50075
[2022-07-24T09:20:52.307Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50076
[2022-07-24T09:20:52.308Z INFO  consensus::proposer] Created B2
[2022-07-24T09:20:52.308Z INFO  consensus::proposer] Created with Round number 2 with QC 1 
[2022-07-24T09:20:52.308Z INFO  consensus::core] I'm processor KuO/PgoON231jHnb processing for block B2 with round number 2 with QC 1 from leader KuO/PgoON231jHnb
[2022-07-24T09:20:52.309Z INFO  consensus::core] I'm voter KuO/PgoON231jHnb voting for block B2 with round number 2 with QC 1 from leader KuO/PgoON231jHnb
[2022-07-24T09:20:52.309Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9004
[2022-07-24T09:20:52.309Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9007
[2022-07-24T09:20:52.309Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9006
[2022-07-24T09:20:52.309Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9008
[2022-07-24T09:20:52.309Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9005
[2022-07-24T09:20:52.310Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9002
[2022-07-24T09:20:52.309Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9000
[2022-07-24T09:20:52.312Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9003
[2022-07-24T09:20:52.313Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9004
[2022-07-24T09:20:52.314Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-24T09:20:52.321Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50094
[2022-07-24T09:20:52.326Z INFO  consensus::core] I'm handler KuO/PgoON231jHnb handling for block B3 with round number 3 with QC 2 from leader TmAPZvx/AnoytqBy
[2022-07-24T09:20:52.327Z INFO  consensus::core] I'm processor KuO/PgoON231jHnb processing for block B3 with round number 3 with QC 2 from leader TmAPZvx/AnoytqBy
[2022-07-24T09:20:52.327Z INFO  consensus::core] I'm voter KuO/PgoON231jHnb voting for block B3 with round number 3 with QC 2 from leader TmAPZvx/AnoytqBy
[2022-07-24T09:20:52.328Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9007
[2022-07-24T09:20:52.344Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50118
[2022-07-24T09:20:52.344Z INFO  consensus::core] I'm handler KuO/PgoON231jHnb handling for block B4 with round number 4 with QC 3 from leader ba0/bNmkioULlIiQ
[2022-07-24T09:20:52.345Z INFO  consensus::core] I'm processor KuO/PgoON231jHnb processing for block B4 with round number 4 with QC 3 from leader ba0/bNmkioULlIiQ
[2022-07-24T09:20:52.345Z INFO  consensus::core] I'm voter KuO/PgoON231jHnb voting for block B4 with round number 4 with QC 3 from leader ba0/bNmkioULlIiQ
[2022-07-24T09:20:52.346Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9006
[2022-07-24T09:20:52.360Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50138
[2022-07-24T09:20:52.361Z INFO  consensus::core] I'm handler KuO/PgoON231jHnb handling for block B5 with round number 5 with QC 4 from leader iuzIgFP4tqKhNy9F
[2022-07-24T09:20:52.362Z INFO  consensus::core] I'm processor KuO/PgoON231jHnb processing for block B5 with round number 5 with QC 4 from leader iuzIgFP4tqKhNy9F
[2022-07-24T09:20:52.362Z INFO  consensus::core] I'm voter KuO/PgoON231jHnb voting for block B5 with round number 5 with QC 4 from leader iuzIgFP4tqKhNy9F
[2022-07-24T09:20:52.364Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-24T09:20:52.518Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9009 (retry 1): Connection refused (os error 111)
[2022-07-24T09:20:52.922Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9009 (retry 2): Connection refused (os error 111)
[2022-07-24T09:20:53.197Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50166
[2022-07-24T09:20:53.235Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50168
[2022-07-24T09:20:53.248Z INFO  mempool::batch_maker] Batch k+hcVGXxsIDS6B3Dv63jr+RDdhomAS+VZtURlVDIUfE= contains sample tx 0
[2022-07-24T09:20:53.248Z INFO  mempool::batch_maker] Batch k+hcVGXxsIDS6B3Dv63jr+RDdhomAS+VZtURlVDIUfE= contains 2560 B
[2022-07-24T09:20:53.249Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9023
[2022-07-24T09:20:53.250Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9024
[2022-07-24T09:20:53.250Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9020
[2022-07-24T09:20:53.250Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9029 (retry 0): Connection refused (os error 111)
[2022-07-24T09:20:53.250Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9025
[2022-07-24T09:20:53.250Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9028
[2022-07-24T09:20:53.250Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9027
[2022-07-24T09:20:53.250Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9022
[2022-07-24T09:20:53.250Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9026
[2022-07-24T09:20:53.285Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50182
[2022-07-24T09:20:53.294Z INFO  mempool::batch_maker] Batch x8QpCU4T4xvVw6MJgMNrUC8bisq0vdBUWh4Xmdg2Bj8= contains sample tx 1
[2022-07-24T09:20:53.295Z INFO  mempool::batch_maker] Batch x8QpCU4T4xvVw6MJgMNrUC8bisq0vdBUWh4Xmdg2Bj8= contains 2560 B
[2022-07-24T09:20:53.332Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50190
[2022-07-24T09:20:53.341Z INFO  mempool::batch_maker] Batch myThptbFcCJS2olRJW+LhqU7zf1pNp8jpHmcmaQDOKE= contains sample tx 2
[2022-07-24T09:20:53.341Z INFO  mempool::batch_maker] Batch myThptbFcCJS2olRJW+LhqU7zf1pNp8jpHmcmaQDOKE= contains 2560 B
[2022-07-24T09:20:53.370Z WARN  consensus::core] Timeout reached for round 5
[2022-07-24T09:20:53.382Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50235
[2022-07-24T09:20:53.382Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9008
[2022-07-24T09:20:53.382Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9000
[2022-07-24T09:20:53.382Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9003
[2022-07-24T09:20:53.382Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9005
[2022-07-24T09:20:53.383Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-24T09:20:53.383Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9002
[2022-07-24T09:20:53.391Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50255
[2022-07-24T09:20:53.393Z INFO  mempool::batch_maker] Batch Crb64as5nTN9EZ6stOzaoXI5lkZVOxr4Tg6vHRB1evw= contains sample tx 3
[2022-07-24T09:20:53.393Z INFO  mempool::batch_maker] Batch Crb64as5nTN9EZ6stOzaoXI5lkZVOxr4Tg6vHRB1evw= contains 2560 B
[2022-07-24T09:20:53.449Z INFO  mempool::batch_maker] Batch beemHdJHn37WchNVZXcwQ4DrCJXKgVOsJYhbmal6se4= contains sample tx 4
[2022-07-24T09:20:53.449Z INFO  mempool::batch_maker] Batch beemHdJHn37WchNVZXcwQ4DrCJXKgVOsJYhbmal6se4= contains 2560 B
[2022-07-24T09:20:53.454Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9029 (retry 1): Connection refused (os error 111)
[2022-07-24T09:20:53.466Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50274
[2022-07-24T09:20:53.490Z INFO  mempool::batch_maker] Batch V++s87YSxbQUvuqH7ilyuiiX7yljG8VGI7MDOUEk4z8= contains sample tx 5
[2022-07-24T09:20:53.490Z INFO  mempool::batch_maker] Batch V++s87YSxbQUvuqH7ilyuiiX7yljG8VGI7MDOUEk4z8= contains 2560 B
[2022-07-24T09:20:53.493Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50285
[2022-07-24T09:20:53.536Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50292
[2022-07-24T09:20:53.547Z INFO  mempool::batch_maker] Batch 89JuOoJ4f1ZdDadTxeOtaEjUEsBuFOri/6+B/Pya5pY= contains sample tx 6
[2022-07-24T09:20:53.547Z INFO  mempool::batch_maker] Batch 89JuOoJ4f1ZdDadTxeOtaEjUEsBuFOri/6+B/Pya5pY= contains 2560 B
[2022-07-24T09:20:53.590Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50301
[2022-07-24T09:20:53.595Z INFO  mempool::batch_maker] Batch +HRIViPGxQidQNBtF2bE58170PCzKyldBEQ24PX7Tmw= contains sample tx 7
[2022-07-24T09:20:53.595Z INFO  mempool::batch_maker] Batch +HRIViPGxQidQNBtF2bE58170PCzKyldBEQ24PX7Tmw= contains 2560 B
[2022-07-24T09:20:53.640Z INFO  mempool::batch_maker] Batch 7oomteT2z2o9IMvt80KZwFEr3utynmpwWOV9nxDnJdA= contains 1024 B
[2022-07-24T09:20:53.652Z INFO  mempool::batch_maker] Batch t9ajpPNU28U2H0oQhOCeXKNV6yNrgoSX1dvrTSJu/O4= contains sample tx 8
[2022-07-24T09:20:53.652Z INFO  mempool::batch_maker] Batch t9ajpPNU28U2H0oQhOCeXKNV6yNrgoSX1dvrTSJu/O4= contains 1536 B
[2022-07-24T09:20:53.700Z INFO  mempool::batch_maker] Batch 2cmtt/mX7y3dSLjoEGJw2VO93s7tBGRCErmZ7xA6Jsg= contains sample tx 9
[2022-07-24T09:20:53.700Z INFO  mempool::batch_maker] Batch 2cmtt/mX7y3dSLjoEGJw2VO93s7tBGRCErmZ7xA6Jsg= contains 2560 B
[2022-07-24T09:20:53.723Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9009 (retry 3): Connection refused (os error 111)
[2022-07-24T09:20:53.746Z INFO  mempool::batch_maker] Batch 5QDrIyc6QX3KUHFr186golYXaJSWAECjqvuU0Y6Ub1E= contains sample tx 10
[2022-07-24T09:20:53.746Z INFO  mempool::batch_maker] Batch 5QDrIyc6QX3KUHFr186golYXaJSWAECjqvuU0Y6Ub1E= contains 2560 B
[2022-07-24T09:20:53.792Z INFO  mempool::batch_maker] Batch igT79Mch1TqiajCzdBV0DjeDZxF6MoMna12mrWFOPSE= contains sample tx 11
[2022-07-24T09:20:53.792Z INFO  mempool::batch_maker] Batch igT79Mch1TqiajCzdBV0DjeDZxF6MoMna12mrWFOPSE= contains 2560 B
[2022-07-24T09:20:53.840Z INFO  mempool::batch_maker] Batch 5WFzUs9Wn8K/UOQAxulKBT24mogo+EuqEmEhZFLPF08= contains sample tx 12
[2022-07-24T09:20:53.840Z INFO  mempool::batch_maker] Batch 5WFzUs9Wn8K/UOQAxulKBT24mogo+EuqEmEhZFLPF08= contains 2560 B
[2022-07-24T09:20:53.856Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9029 (retry 2): Connection refused (os error 111)
[2022-07-24T09:20:53.896Z INFO  mempool::batch_maker] Batch j9VlX0jE4mjgELH4+Nb66Pa0jMdi/i5iBmjp2RwjnaQ= contains sample tx 13
[2022-07-24T09:20:53.896Z INFO  mempool::batch_maker] Batch j9VlX0jE4mjgELH4+Nb66Pa0jMdi/i5iBmjp2RwjnaQ= contains 2560 B
