[2022-07-23T11:57:52.733Z INFO  mempool::config] Garbage collection depth set to 50 rounds
[2022-07-23T11:57:52.734Z INFO  mempool::config] Sync retry delay set to 5000 ms
[2022-07-23T11:57:52.734Z INFO  mempool::config] Sync retry nodes set to 3 nodes
[2022-07-23T11:57:52.734Z INFO  mempool::config] Batch size set to 15000 B
[2022-07-23T11:57:52.734Z INFO  mempool::config] Max batch delay set to 10 ms
[2022-07-23T11:57:52.734Z INFO  mempool::mempool] Mempool listening to client transactions on 0.0.0.0:9018
[2022-07-23T11:57:52.734Z INFO  mempool::mempool] Mempool listening to mempool messages on 0.0.0.0:9028
[2022-07-23T11:57:52.734Z INFO  mempool::mempool] Mempool successfully booted on 127.0.0.1
[2022-07-23T11:57:52.734Z INFO  consensus::config] Timeout delay set to 1000 rounds
[2022-07-23T11:57:52.734Z INFO  consensus::config] Sync retry delay set to 10000 ms
[2022-07-23T11:57:52.734Z INFO  consensus::consensus] Node GebaZU6giG0+gb/p listening to consensus messages on 0.0.0.0:9008
[2022-07-23T11:57:52.734Z INFO  node::node] Node GebaZU6giG0+gb/p successfully booted
[2022-07-23T11:57:52.734Z INFO  consensus::proposer] Created B1
[2022-07-23T11:57:52.734Z INFO  consensus::proposer] Created with Round number 1 with QC 0 
[2022-07-23T11:57:52.734Z INFO  consensus::core] I'm processor GebaZU6giG0+gb/p processing for block B1 with round number 1 with QC 0 from leader GebaZU6giG0+gb/p
[2022-07-23T11:57:52.734Z INFO  consensus::core] I'm voter GebaZU6giG0+gb/p voting for block B1 with round number 1 with QC 0 from leader GebaZU6giG0+gb/p
[2022-07-23T11:57:52.735Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9007
[2022-07-23T11:57:52.735Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9003
[2022-07-23T11:57:52.735Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9006
[2022-07-23T11:57:52.735Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9001
[2022-07-23T11:57:52.735Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9000
[2022-07-23T11:57:52.736Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-23T11:57:52.736Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9004
[2022-07-23T11:57:52.736Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9005
[2022-07-23T11:57:52.736Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9003
[2022-07-23T11:57:52.736Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9002
[2022-07-23T11:57:52.740Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57888
[2022-07-23T11:57:52.741Z INFO  consensus::core] I'm handler GebaZU6giG0+gb/p handling for block B2 with round number 2 with QC 1 from leader LnakwZPlYb2vl5Oi
[2022-07-23T11:57:52.741Z INFO  consensus::core] I'm processor GebaZU6giG0+gb/p processing for block B2 with round number 2 with QC 1 from leader LnakwZPlYb2vl5Oi
[2022-07-23T11:57:52.741Z INFO  consensus::core] I'm voter GebaZU6giG0+gb/p voting for block B2 with round number 2 with QC 1 from leader LnakwZPlYb2vl5Oi
[2022-07-23T11:57:52.742Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-23T11:57:52.938Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9009 (retry 1): Connection refused (os error 111)
[2022-07-23T11:57:53.340Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9009 (retry 2): Connection refused (os error 111)
[2022-07-23T11:57:53.743Z WARN  consensus::core] Timeout reached for round 2
[2022-07-23T11:57:53.743Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57916
[2022-07-23T11:57:53.744Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9002
[2022-07-23T11:57:53.744Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9004
[2022-07-23T11:57:53.744Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57922
[2022-07-23T11:57:53.745Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-23T11:57:53.745Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9006
[2022-07-23T11:57:53.745Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9007
[2022-07-23T11:57:53.745Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9005
[2022-07-23T11:57:53.745Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9000
[2022-07-23T11:57:53.746Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9001
[2022-07-23T11:57:53.746Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57930
[2022-07-23T11:57:53.746Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57946
[2022-07-23T11:57:53.748Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57958
[2022-07-23T11:57:53.750Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57948
[2022-07-23T11:57:53.752Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57971
