[2022-07-24T09:44:19.407Z INFO  mempool::config] Garbage collection depth set to 50 rounds
[2022-07-24T09:44:19.408Z INFO  mempool::config] Sync retry delay set to 5000 ms
[2022-07-24T09:44:19.408Z INFO  mempool::config] Sync retry nodes set to 3 nodes
[2022-07-24T09:44:19.408Z INFO  mempool::config] Batch size set to 15000 B
[2022-07-24T09:44:19.408Z INFO  mempool::config] Max batch delay set to 10 ms
[2022-07-24T09:44:19.408Z INFO  mempool::mempool] Mempool listening to client transactions on 0.0.0.0:9010
[2022-07-24T09:44:19.408Z INFO  mempool::mempool] Mempool listening to mempool messages on 0.0.0.0:9020
[2022-07-24T09:44:19.408Z INFO  mempool::mempool] Mempool successfully booted on 127.0.0.1
[2022-07-24T09:44:19.408Z INFO  consensus::config] Timeout delay set to 1000 rounds
[2022-07-24T09:44:19.409Z INFO  consensus::config] Sync retry delay set to 10000 ms
[2022-07-24T09:44:19.409Z INFO  consensus::consensus] Node FArNJVIeS7S2UZQs listening to consensus messages on 0.0.0.0:9000
[2022-07-24T09:44:19.409Z INFO  node::node] Node FArNJVIeS7S2UZQs successfully booted
[2022-07-24T09:44:19.412Z INFO  consensus::core] I am voter FArNJVIeS7S2UZQs with nanos 300
[2022-07-24T09:44:19.916Z INFO  network::receiver] Incoming connection established with 127.0.0.1:60195
[2022-07-24T09:44:19.918Z INFO  consensus::core] I'm handler FArNJVIeS7S2UZQs handling for block B1 with round number 1 with QC 0 from leader A/sU1gZQQ04OqCPO
[2022-07-24T09:44:19.918Z INFO  consensus::core] I'm processor FArNJVIeS7S2UZQs processing for block B1 with round number 1 with QC 0 from leader A/sU1gZQQ04OqCPO
[2022-07-24T09:44:19.918Z INFO  consensus::core] I'm voter FArNJVIeS7S2UZQs voting for block B1 with round number 1 with QC 0 from leader A/sU1gZQQ04OqCPO
[2022-07-24T09:44:19.918Z INFO  network::receiver] Incoming connection established with 127.0.0.1:60192
[2022-07-24T09:44:19.920Z INFO  network::receiver] Incoming connection established with 127.0.0.1:60199
[2022-07-24T09:44:19.920Z INFO  network::receiver] Incoming connection established with 127.0.0.1:60198
[2022-07-24T09:44:19.920Z INFO  network::receiver] Incoming connection established with 127.0.0.1:60200
[2022-07-24T09:44:19.920Z INFO  network::receiver] Incoming connection established with 127.0.0.1:60201
[2022-07-24T09:44:19.920Z INFO  network::receiver] Incoming connection established with 127.0.0.1:60197
[2022-07-24T09:44:19.921Z INFO  network::receiver] Incoming connection established with 127.0.0.1:60202
[2022-07-24T09:44:19.922Z INFO  consensus::proposer] Created B2
[2022-07-24T09:44:19.922Z INFO  consensus::proposer] Created with Round number 2 with QC 1 
[2022-07-24T09:44:19.922Z INFO  consensus::core] I'm processor FArNJVIeS7S2UZQs processing for block B2 with round number 2 with QC 1 from leader FArNJVIeS7S2UZQs
[2022-07-24T09:44:19.922Z INFO  consensus::core] I'm voter FArNJVIeS7S2UZQs voting for block B2 with round number 2 with QC 1 from leader FArNJVIeS7S2UZQs
[2022-07-24T09:44:19.923Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9007
[2022-07-24T09:44:19.923Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9008 (retry 0): Connection refused (os error 111)
[2022-07-24T09:44:19.924Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-24T09:44:19.924Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9001
[2022-07-24T09:44:19.924Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9004
[2022-07-24T09:44:19.924Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9003
[2022-07-24T09:44:19.924Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9006
[2022-07-24T09:44:19.924Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9005
[2022-07-24T09:44:19.924Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9001
[2022-07-24T09:44:19.926Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9002
[2022-07-24T09:44:19.932Z INFO  network::receiver] Incoming connection established with 127.0.0.1:60221
[2022-07-24T09:44:19.933Z INFO  consensus::core] I'm handler FArNJVIeS7S2UZQs handling for block B3 with round number 3 with QC 2 from leader LFOQ2H1PuQjyRuD+
[2022-07-24T09:44:19.934Z INFO  consensus::core] I'm processor FArNJVIeS7S2UZQs processing for block B3 with round number 3 with QC 2 from leader LFOQ2H1PuQjyRuD+
[2022-07-24T09:44:19.934Z INFO  consensus::core] I'm voter FArNJVIeS7S2UZQs voting for block B3 with round number 3 with QC 2 from leader LFOQ2H1PuQjyRuD+
[2022-07-24T09:44:19.935Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9003
[2022-07-24T09:44:19.941Z INFO  network::receiver] Incoming connection established with 127.0.0.1:60238
[2022-07-24T09:44:19.941Z INFO  consensus::core] I'm handler FArNJVIeS7S2UZQs handling for block B4 with round number 4 with QC 3 from leader UEGgSGbDfdUNb9Kq
[2022-07-24T09:44:19.944Z INFO  consensus::core] I'm processor FArNJVIeS7S2UZQs processing for block B4 with round number 4 with QC 3 from leader UEGgSGbDfdUNb9Kq
[2022-07-24T09:44:19.944Z INFO  consensus::core] I'm voter FArNJVIeS7S2UZQs voting for block B4 with round number 4 with QC 3 from leader UEGgSGbDfdUNb9Kq
[2022-07-24T09:44:19.945Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9008 (retry 0): Connection refused (os error 111)
[2022-07-24T09:44:20.147Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9009 (retry 1): Connection refused (os error 111)
[2022-07-24T09:44:20.147Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9008
[2022-07-24T09:44:20.550Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9009 (retry 2): Connection refused (os error 111)
[2022-07-24T09:44:20.769Z INFO  network::receiver] Incoming connection established with 127.0.0.1:60264
[2022-07-24T09:44:20.779Z INFO  mempool::batch_maker] Batch LeSd9NSW4Ija6Um3OL7BnFn5mveKL6Z+Nf9Mu3gwepk= contains sample tx 0
[2022-07-24T09:44:20.779Z INFO  mempool::batch_maker] Batch LeSd9NSW4Ija6Um3OL7BnFn5mveKL6Z+Nf9Mu3gwepk= contains 2560 B
[2022-07-24T09:44:20.780Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9022
[2022-07-24T09:44:20.780Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9029 (retry 0): Connection refused (os error 111)
[2022-07-24T09:44:20.781Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9027
[2022-07-24T09:44:20.781Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9028
